Date,Q,Month,DecYear,OPConcDay,OPConcmm,OPFluxDay,OPFNConc,OPFNFlux,NO3ConcDay,NO3concmm,NO3FluxDay,NO3FNConc,NO3FNFlux,NPRatio
1/18/1985,461.5645958,1,1985.047032,0.042037851,0.001357208,1676.435052,0.039168453,2882.503346,0.214935963,0.015345225,8571.470188,0.208366751,16086.00902,11.30646157
1/19/1985,464.3962804,1,1985.049772,0.04199773,0.001355913,1685.11016,0.039145495,2882.166521,0.21521506,0.015365151,8635.25434,0.208394204,16112.70572,11.33195839
1/20/1985,453.0695419,1,1985.052511,0.042296994,0.001365575,1655.724654,0.039101461,2881.502558,0.215344906,0.015374421,8429.721213,0.208517458,16145.45459,11.25856992
1/21/1985,444.574488,1,1985.055251,0.042532281,0.001373171,1633.717458,0.03902573,2911.237517,0.215514764,0.015386548,8278.188424,0.208364127,16370.31508,11.20511925
1/22/1985,438.9111187,1,1985.057991,0.042700023,0.001378587,1619.266879,0.039019892,2931.687784,0.215720999,0.015401272,8180.554607,0.208505868,16457.58619,11.17178178
1/23/1985,427.5843802,1,1985.060731,0.043019639,0.001388906,1589.287019,0.038993638,2980.25266,0.215883419,0.015412868,7975.443842,0.208597175,16688.21708,11.09712954
1/24/1985,421.9210109,1,1985.06347,0.043211071,0.001395086,1575.215327,0.038798022,3004.214909,0.215842366,0.015409937,7868.312271,0.208479498,16816.47865,11.04586656
1/25/1985,419.0893263,1,1985.06621,0.043274204,0.001397125,1566.929412,0.038637915,3033.437477,0.215347688,0.01537462,7797.592883,0.207726693,16930.38068,11.00447316
1/26/1985,410.5942723,1,1985.06895,0.043526568,0.001405272,1544.120016,0.038542052,3012.635455,0.214811475,0.015336337,7620.511225,0.207284573,16727.24065,10.91342786
1/27/1985,413.425957,1,1985.071689,0.043401104,0.001401222,1550.287553,0.038403976,3008.461969,0.214365677,0.01530451,7657.142542,0.206887704,16616.67596,10.92226233
1/28/1985,410.5942723,1,1985.074429,0.04346488,0.001403281,1541.931608,0.038471065,3023.026995,0.213878391,0.01526972,7587.409745,0.206074248,16580.78579,10.88144455
1/29/1985,407.7625877,1,1985.077169,0.043528878,0.001405347,1533.552316,0.038550623,2978.616931,0.21339362,0.01523511,7518.003954,0.205497504,16290.23956,10.84081886
1/30/1985,404.9309031,1,1985.079909,0.043593105,0.00140742,1525.149676,0.038683828,2913.304656,0.21288949,0.015199118,7448.158074,0.20517555,15874.8778,10.7992737
1/31/1985,399.2675338,1,1985.082648,0.043753977,0.001412614,1509.368455,0.038763299,2883.716466,0.212206309,0.015150343,7320.420544,0.204698894,15664.61471,10.72503918
2/1/1985,404.9309031,2,1985.085388,0.04353055,0.001405401,1522.96114,0.038843437,2846.128485,0.21196166,0.015132876,7415.69699,0.204317422,15424.69901,10.76765886
2/2/1985,404.9309031,2,1985.088128,0.043499273,0.001404391,1521.866872,0.038990519,2792.700035,0.211497745,0.015099755,7399.466447,0.20420225,15132.17687,10.75181722
2/3/1985,413.425957,2,1985.090868,0.043186696,0.001394299,1542.628901,0.039140626,2779.194843,0.211090645,0.015070691,7540.158399,0.203499897,15050.27053,10.80879145
2/4/1985,416.2576416,2,1985.093607,0.043063796,0.001390331,1548.774785,0.039239071,2795.061956,0.2106329,0.01503801,7575.340676,0.202860128,15060.26216,10.81613322
2/5/1985,410.5942723,2,1985.096347,0.043218127,0.001395314,1533.177974,0.039159765,2824.964399,0.210146055,0.015003252,7455.003824,0.202313709,15132.08138,10.75259851
2/6/1985,421.9210109,2,1985.099087,0.042821132,0.001382497,1561.000502,0.039269925,2826.967025,0.209709394,0.014972077,7644.741087,0.201709631,15002.04027,10.82973604
2/7/1985,410.5942723,2,1985.101826,0.043156439,0.001393322,1530.989566,0.039183293,2857.21787,0.209212971,0.014936635,7421.902344,0.201197759,15066.8602,10.72015673
2/8/1985,478.5547036,2,1985.104566,0.041411202,0.001336977,1712.2342,0.039085055,2903.744581,0.208855798,0.014911135,8635.587086,0.200526366,15215.40003,11.15287487
2/9/1985,801.3667522,2,1985.107306,0.036950952,0.001192976,2558.413245,0.038853701,2956.336359,0.205126647,0.014644895,14202.57668,0.199730032,15529.42602,12.27593497
2/10/1985,948.6143534,2,1985.110046,0.035754768,0.001154357,2930.470817,0.038749171,2992.735758,0.202489403,0.01445661,16596.08822,0.198874441,15723.71179,12.5235215
2/11/1985,855.1687603,2,1985.112785,0.036476321,0.001177652,2695.11065,0.038698912,2979.59154,0.203190397,0.014506657,15013.04368,0.198326745,15640.14965,12.31828591
2/12/1985,719.2478978,2,1985.115525,0.037698176,0.0012171,2342.678419,0.038525278,2965.908879,0.204500926,0.014600222,12708.3048,0.197879167,15580.37361,11.99590648
2/13/1985,628.6339894,2,1985.118265,0.038775341,0.001251877,2106.042972,0.038386007,2976.167535,0.20507724,0.014641367,11138.56041,0.19703196,15683.86492,11.69553164
2/14/1985,552.1785042,2,1985.121005,0.039815433,0.001285457,1899.523557,0.038231485,3044.30191,0.205515674,0.014672669,9804.787575,0.195821825,16034.77546,11.41436186
2/15/1985,495.5448115,2,1985.123744,0.040885007,0.001319988,1750.494523,0.038117904,3154.517409,0.205362165,0.014661709,8792.595841,0.194498594,16499.77862,11.10745309
2/16/1985,450.2378573,2,1985.126484,0.04177538,0.001348734,1625.085303,0.038008646,3275.665006,0.204649446,0.014610825,7960.976195,0.19286848,16965.93714,10.8329888
2/17/1985,444.574488,2,1985.129224,0.041786669,0.001349099,1605.07758,0.037785858,3336.645943,0.203642074,0.014538905,7822.143713,0.191672198,17153.26498,10.77675199
2/18/1985,447.4061726,2,1985.131963,0.041609267,0.001343371,1608.443378,0.037601668,3392.229038,0.202619756,0.014465917,7832.44769,0.190218745,17356.10664,10.76836711
2/19/1985,441.7428034,2,1985.134703,0.041618311,0.001343663,1588.42851,0.037604808,3397.18291,0.201614243,0.014394129,7694.925787,0.188954561,17249.35059,10.71259998
2/20/1985,453.0695419,2,1985.137443,0.041259259,0.001332071,1615.102297,0.037539453,3423.873617,0.200573088,0.014319796,7851.475325,0.187687857,17219.29067,10.75002235
2/21/1985,467.2279651,2,1985.140183,0.040853174,0.001318961,1649.181207,0.037460394,3417.498317,0.199523452,0.014244858,8054.461717,0.18668242,17068.69826,10.80006269
2/22/1985,489.8814422,2,1985.142922,0.040296902,0.001301001,1705.596856,0.037367416,3404.220123,0.198452322,0.014168385,8399.64468,0.185646493,16926.71719,10.89037051
2/23/1985,498.3764961,2,1985.145662,0.040030757,0.001292409,1723.713546,0.037324369,3395.468456,0.197410333,0.014093993,8500.435507,0.184576782,16769.17031,10.9052144
2/24/1985,495.5448115,2,1985.148402,0.039979075,0.00129074,1711.706949,0.037292061,3351.672831,0.196393875,0.014021424,8408.617858,0.183549472,16463.78182,10.86308875
2/25/1985,487.0497575,2,1985.151142,0.040032146,0.001292453,1684.596707,0.037222384,3305.861523,0.195392629,0.01394994,8222.336571,0.182601455,16166.15188,10.79337918
2/26/1985,489.8814422,2,1985.153881,0.039873327,0.001287326,1687.668726,0.037144136,3283.445363,0.194363018,0.013876432,8226.561811,0.181447285,15995.55934,10.7792685
2/27/1985,487.0497575,2,1985.156621,0.039819249,0.00128558,1675.637761,0.037155926,3279.140143,0.193348632,0.01380401,8136.322917,0.180395963,15850.5825,10.73757397
2/28/1985,472.8913344,2,1985.159361,0.03997366,0.001290565,1633.23627,0.037173809,3307.891344,0.192368699,0.013734049,7859.763993,0.179606079,15776.84736,10.64188652
3/1/1985,427.5843802,3,1985.1621,0.040750594,0.001315649,1505.461029,0.037169843,3191.273071,0.191497662,0.013671861,7074.553731,0.179644814,15268.32799,10.39172541
3/2/1985,421.9210109,3,1985.16484,0.040780801,0.001316624,1486.62231,0.036995173,3187.695139,0.190503531,0.013600886,6944.611029,0.178701617,15201.40894,10.33012099
3/3/1985,385.1091106,3,1985.16758,0.041669165,0.001345305,1386.475941,0.036914772,3184.005575,0.188909506,0.013487082,6285.666679,0.177565134,15116.65827,10.02529462
3/4/1985,368.1190028,3,1985.17032,0.042028658,0.001356912,1336.741709,0.036743295,3211.667427,0.187341624,0.013375144,5958.490629,0.17634049,15163.16658,9.857048371
3/5/1985,376.6140567,3,1985.173059,0.041643357,0.001344472,1355.052108,0.036484964,3252.015109,0.186614856,0.013323256,6072.345614,0.175124364,15271.9092,9.909656757
3/6/1985,373.7823721,3,1985.175799,0.041587526,0.00134267,1343.06071,0.036269329,3290.330801,0.185513087,0.013244596,5991.107464,0.173904931,15343.74676,9.864375524
3/7/1985,407.7625877,3,1985.178539,0.04053562,0.001308708,1428.09778,0.036038224,3310.045843,0.185496211,0.013243391,6535.159061,0.172842744,15367.20459,10.11943705
3/8/1985,461.5645958,3,1985.181279,0.039295296,0.001268664,1567.064206,0.035998202,3318.319608,0.184251549,0.01315453,7347.800889,0.171663095,15320.50655,10.36880515
3/9/1985,475.723019,3,1985.184018,0.038942563,0.001257276,1600.635489,0.036111013,3295.917421,0.183174152,0.013077609,7528.909871,0.170654459,15137.9899,10.40154347
3/10/1985,487.0497575,3,1985.186758,0.038648315,0.001247776,1626.363561,0.036275785,3282.234304,0.182106646,0.013001395,7663.247816,0.169365448,14939.93161,10.41965553
3/11/1985,492.7131268,3,1985.189498,0.038438965,0.001241017,1636.362656,0.036352354,3255.642399,0.181010135,0.012923111,7705.676433,0.168416649,14745.13198,10.41332294
3/12/1985,532.3567117,3,1985.192237,0.037719246,0.001217781,1734.920121,0.036341285,3230.536484,0.179720384,0.01283103,8266.350452,0.167377041,14596.14408,10.53640523
3/13/1985,512.5349193,3,1985.194977,0.037892274,0.001223367,1677.984201,0.036300776,3201.963388,0.178743607,0.012761293,7915.306207,0.166366207,14417.80907,10.43128902
3/14/1985,470.0596497,3,1985.197717,0.038424981,0.001240566,1560.559663,0.036093505,3183.898094,0.177831694,0.012696188,7222.305941,0.165513652,14331.46153,10.23419374
3/15/1985,427.5843802,3,1985.200457,0.039008235,0.001259396,1441.092559,0.035880254,3165.519421,0.176941433,0.012632628,6536.798747,0.164671068,14245.31303,10.03070296
3/16/1985,393.6041645,3,1985.203196,0.039652662,0.001280202,1348.483941,0.03567943,3166.90455,0.17561651,0.012538036,5972.260876,0.163712528,14228.36087,9.793797591
3/17/1985,368.1190028,3,1985.205936,0.040130606,0.001295632,1276.373275,0.035545922,3187.999185,0.173758415,0.012405378,5526.470125,0.162417769,14257.66436,9.574767974
3/18/1985,353.9605796,3,1985.208676,0.040338627,0.001302348,1233.643735,0.035439332,3180.238148,0.172229786,0.012296243,5267.164753,0.161396185,14185.15097,9.4415931
3/19/1985,356.7922642,3,1985.211416,0.040109593,0.001294954,1236.452486,0.035338692,3160.613857,0.171244773,0.012225919,5278.937222,0.160281074,14047.07238,9.44120003
3/20/1985,353.9605796,3,1985.214155,0.040025133,0.001292227,1224.056378,0.03528049,3131.056338,0.1700785,0.012142653,5201.373705,0.159216971,13859.07523,9.396687051
3/21/1985,342.6338411,3,1985.216895,0.040156003,0.001296452,1188.760792,0.035268461,3080.385937,0.168638651,0.012039856,4992.305067,0.158318522,13603.17845,9.286771748
3/22/1985,328.4754179,3,1985.219635,0.040351235,0.001302755,1145.179181,0.035235633,3023.159564,0.167096995,0.01192979,4742.258861,0.157298452,13355.45295,9.157352634
3/23/1985,319.980364,3,1985.222374,0.04035602,0.00130291,1115.694776,0.035219237,2988.628233,0.165739093,0.011832844,4582.07327,0.156470309,13156.17241,9.08185909
3/24/1985,319.980364,3,1985.225114,0.040187795,0.001297479,1111.043969,0.035210832,2977.393387,0.164672314,0.011756682,4552.580765,0.155309885,13017.80652,9.06117546
3/25/1985,325.6437332,3,1985.227854,0.039909655,0.001288499,1122.882831,0.035107355,3003.919779,0.163795839,0.011694106,4608.49725,0.153842334,13051.84698,9.075760389
3/26/1985,305.8219408,3,1985.230594,0.040129777,0.001295606,1060.349739,0.035061416,3009.07431,0.161798851,0.011551533,4275.213582,0.152617711,12982.7899,8.915933423
3/27/1985,356.7922642,3,1985.233333,0.038862897,0.001254704,1198.020745,0.0350026,2982.029172,0.162634031,0.01161116,5013.495134,0.151753147,12793.44223,9.254104192
3/28/1985,421.9210109,3,1985.236073,0.037358401,0.001206131,1361.862229,0.034904956,2913.003891,0.162818279,0.011624314,5935.373526,0.15103984,12484.46692,9.637691278
3/29/1985,461.5645958,3,1985.238813,0.036634208,0.00118275,1460.942199,0.034781673,2850.178698,0.161508231,0.011530784,6440.816007,0.150309592,12192.61808,9.749132737
3/30/1985,470.0596497,3,1985.241553,0.036393134,0.001174967,1478.039944,0.034747525,2768.661587,0.160372024,0.011449665,6513.213685,0.149668067,11821.80658,9.744673307
3/31/1985,461.5645958,3,1985.244292,0.036377103,0.001174449,1450.689067,0.034706685,2695.63449,0.15932667,0.011375033,6353.817105,0.149175498,11471.09862,9.685420921
4/1/1985,444.574488,4,1985.247032,0.036473518,0.001177562,1400.992917,0.034669022,2676.558698,0.158331148,0.011303958,6081.695073,0.148362051,11263.17217,9.599460727
4/2/1985,419.0893263,4,1985.249772,0.036725303,0.001185691,1329.798185,0.034638289,2634.130998,0.157392684,0.011236957,5699.081726,0.147805887,10987.24921,9.47713973
4/3/1985,402.0992184,4,1985.252511,0.036932685,0.001192386,1283.092176,0.034585034,2606.829917,0.156493409,0.011172754,5436.795797,0.147054841,10791.04137,9.37008001
4/4/1985,402.0992184,4,1985.255251,0.036834476,0.001189215,1279.680238,0.034597289,2589.624899,0.155615535,0.011110078,5406.297257,0.146359601,10617.42041,9.342359693
4/5/1985,393.6041645,4,1985.257991,0.036892747,0.001191097,1254.626405,0.034580555,2566.256087,0.154521748,0.011031988,5254.882866,0.145784268,10461.12739,9.26204206
4/6/1985,376.6140567,4,1985.260731,0.037114869,0.001198268,1207.697579,0.034576245,2541.423432,0.15319828,0.0109375,4984.988451,0.145021103,10312.32391,9.127757372
4/7/1985,376.6140567,4,1985.26347,0.037013632,0.001195,1204.403395,0.034580237,2514.251506,0.152320981,0.010874866,4956.441629,0.144203467,10160.2727,9.100309342
4/8/1985,365.2873182,4,1985.26621,0.037131941,0.001198819,1171.914679,0.034608898,2502.781998,0.151135714,0.010790244,4769.967701,0.143338697,10046.14044,9.000726814
4/9/1985,359.6239489,4,1985.26895,0.03714091,0.001199109,1154.024133,0.034575133,2496.904823,0.150101236,0.010716388,4663.871934,0.14229758,9958.142162,8.936960906
4/10/1985,362.4556335,4,1985.271689,0.036981876,0.001193974,1158.130584,0.034552648,2469.621959,0.149303305,0.01065942,4675.607192,0.141458549,9825.432307,8.927679963
4/11/1985,351.128895,4,1985.274429,0.037102724,0.001197876,1125.605248,0.034496636,2435.90195,0.148106988,0.01057401,4493.201148,0.140776602,9674.562258,8.827299954
4/12/1985,331.3071025,4,1985.277169,0.037405273,0.001207644,1070.723445,0.034400858,2426.574349,0.146646319,0.010469727,4197.74116,0.140196208,9584.838767,8.669548239
4/13/1985,328.4754179,4,1985.279909,0.037346947,0.001205761,1059.916662,0.034239492,2387.598141,0.145683955,0.010401019,4134.550855,0.139561713,9416.882936,8.62610515
4/14/1985,319.980364,4,1985.282648,0.037373477,0.001206617,1033.238481,0.034210916,2350.317735,0.144544982,0.010319703,3996.134432,0.138727538,9246.652684,8.552589854
4/15/1985,311.4853101,4,1985.285388,0.037402528,0.001207555,1006.589208,0.034097347,2314.63881,0.143399402,0.010237915,3859.212141,0.137858316,9091.531172,8.478216716
4/16/1985,359.6239489,4,1985.288128,0.036417316,0.001175747,1131.540965,0.033995559,2272.658993,0.143962983,0.010278151,4473.147155,0.136960252,8900.779623,8.741803344
4/17/1985,393.6041645,4,1985.290868,0.035702386,0.001152665,1214.145311,0.034015276,2211.921115,0.143989513,0.010280045,4896.708942,0.136209277,8634.014589,8.918498668
4/18/1985,376.6140567,4,1985.293607,0.035900029,0.001159046,1168.167372,0.034028605,2162.922884,0.142670695,0.010185889,4642.426597,0.135360869,8387.914117,8.788163081
4/19/1985,390.7724799,4,1985.296347,0.035552231,0.001147818,1200.34082,0.034044866,2117.131207,0.142162021,0.010149573,4799.779662,0.134654258,8166.623953,8.842495751
4/20/1985,385.1091106,4,1985.299087,0.035549561,0.001147731,1182.855736,0.034002251,2089.788083,0.141138705,0.010076514,4696.168412,0.134137416,8036.516008,8.779504714
4/21/1985,370.9506874,4,1985.301826,0.035696149,0.001152464,1144.066543,0.033922164,2051.063289,0.13988772,0.0099872,4483.420936,0.133332952,7864.571745,8.665953534
4/22/1985,376.6140567,4,1985.304566,0.035495083,0.001145973,1154.990636,0.033914063,2011.012338,0.1391615,0.009935352,4528.239313,0.132633596,7681.802196,8.669799127
4/23/1985,373.7823721,4,1985.307306,0.035442874,0.001144287,1144.620421,0.033852047,1971.541536,0.138209081,0.009867355,4463.434209,0.131644923,7502.480551,8.623146778
4/24/1985,342.6338411,4,1985.310046,0.035902505,0.001159126,1062.842087,0.033755815,1928.219538,0.13646655,0.009742948,4039.896223,0.130740303,7325.602796,8.405423329
4/25/1985,314.3169947,4,1985.312785,0.036281358,0.001171358,985.2924283,0.033798707,1885.29271,0.134753135,0.00962062,3659.489311,0.130149144,7151.230077,8.213220332
4/26/1985,297.3268869,4,1985.315525,0.036520554,0.00117908,938.1780898,0.033848736,1864.29998,0.132934337,0.009490768,3414.955909,0.129589839,7068.420167,8.049296905
4/27/1985,277.5050944,4,1985.318265,0.03682454,0.001188895,882.9213777,0.033872554,1844.642483,0.130628656,0.009326155,3132.010149,0.128767513,6988.524233,7.844391458
4/28/1985,259.6654812,4,1985.321005,0.037115284,0.001198281,832.6850137,0.033914418,1786.527753,0.128357036,0.009163974,2879.702637,0.127995903,6738.598416,7.647597488
4/29/1985,272.1248936,4,1985.323744,0.036854002,0.001189846,866.4962229,0.033895066,1778.333322,0.128751891,0.009192165,3027.161786,0.126900457,6668.39233,7.725508795
4/30/1985,279.7704421,4,1985.326484,0.036686371,0.001184434,886.7890554,0.033909694,1793.207258,0.128705711,0.009188868,3111.095843,0.125824562,6648.527218,7.758025352
5/1/1985,288.831833,5,1985.329224,0.036498853,0.00117838,910.8314565,0.033941642,1793.774758,0.128770508,0.009193494,3213.477099,0.124803004,6594.036046,7.801809151
5/2/1985,302.9902561,5,1985.331963,0.036234269,0.001169838,948.5536616,0.033939142,1790.624232,0.129235922,0.009226722,3383.184254,0.123772626,6539.286827,7.887182163
5/3/1985,328.4754179,5,1985.334703,0.035810982,0.001156172,1016.325562,0.033981901,1778.655312,0.129795397,0.009266665,3683.629213,0.122879736,6461.573906,8.014956892
5/4/1985,345.4655257,5,1985.337443,0.035468741,0.001145122,1058.678839,0.033976774,1773.594896,0.12970488,0.009260203,3871.459981,0.122218089,6431.783527,8.086650494
5/5/1985,339.8021564,5,1985.340183,0.035541795,0.001147481,1043.468225,0.033904159,1775.935665,0.128845032,0.009198814,3782.74921,0.121552938,6429.145934,8.016530517
5/6/1985,339.8021564,5,1985.342922,0.035510195,0.001146461,1042.540501,0.0337807,1781.269943,0.128176606,0.009151092,3763.124961,0.120993207,6453.238422,7.982038911
5/7/1985,348.2972103,5,1985.345662,0.035322886,0.001140413,1062.967323,0.033769823,1772.381055,0.127807518,0.009124742,3846.096157,0.120759801,6409.725813,8.001259417
5/8/1985,356.7922642,5,1985.348402,0.035139742,0.0011345,1083.247603,0.03367528,1743.566055,0.127440026,0.009098505,3928.574778,0.120177682,6305.272533,8.019834625
5/9/1985,370.9506874,5,1985.351142,0.034863816,0.001125592,1117.390176,0.03367461,1725.093987,0.12726622,0.009086096,4078.900082,0.12050132,6240.828706,8.072282539
5/10/1985,382.277426,5,1985.353881,0.034644058,0.001118497,1144.250598,0.033614367,1713.382037,0.126994541,0.0090667,4194.473449,0.120363908,6207.52996,8.106146079
5/11/1985,396.4358492,5,1985.356621,0.034385356,0.001110145,1177.76919,0.033523449,1709.06677,0.126814522,0.009053847,4343.658298,0.119812833,6191.303452,8.155556374
5/12/1985,399.2675338,5,1985.359361,0.034310482,0.001107727,1183.598912,0.033538452,1700.77907,0.126266641,0.009014732,4355.784329,0.11938705,6142.425863,8.138042213
5/13/1985,402.0992184,5,1985.3621,0.034236043,0.001105324,1189.407117,0.033549987,1672.867098,0.125720666,0.008975752,4367.708499,0.118696413,6026.078932,8.120471377
5/14/1985,390.7724799,5,1985.36484,0.034384357,0.001110112,1160.910195,0.033636213,1646.049343,0.124700138,0.008902892,4210.218617,0.118197063,5909.28999,8.01981143
5/15/1985,376.6140567,5,1985.36758,0.034584159,0.001116563,1125.349668,0.033633885,1631.611824,0.123556259,0.008821225,4020.453276,0.117499507,5827.126069,7.900337803
5/16/1985,365.2873182,5,1985.37032,0.034743666,0.001121713,1096.538726,0.033569832,1623.216662,0.122486596,0.008744858,3865.777923,0.116845539,5796.396981,7.795986064
5/17/1985,427.5843802,5,1985.373059,0.033733039,0.001089084,1246.209441,0.033520456,1665.084865,0.123286621,0.008801975,4554.613446,0.116036375,5910.488925,8.081995632
5/18/1985,424.7526955,5,1985.375799,0.033763705,0.001090074,1239.081831,0.033471301,1677.337862,0.122719025,0.008761452,4503.620462,0.115610736,5931.205365,8.037480441
5/19/1985,413.425957,5,1985.378539,0.033967187,0.001096644,1213.308012,0.033505326,1662.05746,0.122299471,0.008731498,4368.537433,0.115255126,5867.819041,7.962017474
5/20/1985,373.7823721,5,1985.381279,0.034628732,0.001118002,1118.327868,0.033569072,1680.023277,0.120687537,0.008616415,3897.579491,0.114977133,5897.285163,7.706975263
5/21/1985,373.7823721,5,1985.384018,0.034664028,0.001119142,1119.467749,0.033579218,1672.086179,0.120250029,0.008585179,3883.450272,0.114859365,5864.509056,7.671217441
5/22/1985,365.2873182,5,1985.386758,0.034842001,0.001124888,1099.642267,0.033557364,1657.386178,0.119469344,0.008529443,3770.550989,0.114865701,5811.586288,7.582484308
5/23/1985,362.4556335,5,1985.389498,0.034925529,0.001127584,1093.733696,0.033551185,1640.761361,0.118909421,0.008489467,3723.787269,0.114524876,5742.467945,7.528897795
5/24/1985,365.2873182,5,1985.392237,0.034912496,0.001127164,1101.867151,0.033530395,1630.266146,0.118584995,0.008466305,3742.640181,0.11409804,5685.673293,7.511159264
5/25/1985,390.7724799,5,1985.394977,0.034529619,0.001114802,1165.814637,0.033535626,1624.893214,0.119190628,0.008509544,4024.202443,0.114045667,5649.131019,7.633231814
5/26/1985,413.425957,5,1985.397717,0.03421575,0.001104669,1222.186677,0.033546569,1601.701024,0.11937645,0.008522811,4264.127125,0.113725245,5563.068506,7.715262836
5/27/1985,416.2576416,5,1985.400457,0.034208968,0.00110445,1230.313906,0.033594134,1585.180295,0.118970138,0.008493802,4278.720605,0.11343634,5499.663071,7.690527379
5/28/1985,421.9210109,5,1985.403196,0.034160794,0.001102895,1245.296748,0.033598782,1576.757168,0.118578424,0.008465836,4322.65495,0.113131146,5463.072261,7.67601558
5/29/1985,430.4160648,5,1985.405936,0.034076853,0.001100185,1267.248225,0.033597306,1573.202958,0.118204288,0.008439125,4395.77491,0.112907088,5437.619153,7.670644942
5/30/1985,436.0794341,5,1985.408676,0.034042336,0.00109907,1282.622054,0.033616426,1576.2525,0.117822207,0.008411846,4439.218308,0.112598786,5423.403107,7.653602973
5/31/1985,441.7428034,5,1985.411416,0.034008071,0.001097964,1297.971718,0.033634999,1579.067026,0.117444311,0.008384867,4482.447465,0.112157495,5405.985007,7.63674195
6/1/1985,458.7329112,6,1985.414155,0.03383894,0.001092503,1341.19025,0.033770338,1575.949576,0.11713367,0.008362689,4642.5372,0.111773337,5358.328569,7.654611092
6/2/1985,458.7329112,6,1985.416895,0.033872813,0.001093597,1342.532787,0.033871942,1561.777814,0.116734313,0.008334177,4626.708889,0.111195135,5279.827314,7.62088481
6/3/1985,441.7428034,6,1985.419635,0.034112529,0.001101336,1301.958492,0.033936421,1566.895797,0.116226406,0.008297915,4435.964202,0.110580035,5276.346618,7.534406031
6/4/1985,444.574488,6,1985.422374,0.034112336,0.00110133,1310.296991,0.033989692,1554.704697,0.115839936,0.008270323,4449.555074,0.110133024,5216.511692,7.509395502
6/5/1985,427.5843802,6,1985.425114,0.034362854,0.001109418,1269.476886,0.034030177,1540.41881,0.115309358,0.008232443,4259.907089,0.109460987,5153.341921,7.420504919
6/6/1985,421.9210109,6,1985.427854,0.034480762,0.001113225,1256.96083,0.034013378,1544.63211,0.114852324,0.008199813,4186.823788,0.109162638,5166.518821,7.365819337
6/7/1985,382.277426,6,1985.430594,0.035125351,0.001134036,1160.147126,0.034016722,1552.84858,0.113220863,0.008083336,3739.545784,0.108867514,5195.026331,7.127938077
6/8/1985,356.7922642,6,1985.433333,0.035586399,0.001148921,1097.016633,0.033986663,1561.455788,0.111519908,0.007961897,3437.807651,0.10846635,5220.645193,6.929892357
6/9/1985,331.3071025,6,1985.436073,0.036078706,0.001164815,1032.750557,0.033996642,1552.329011,0.109695891,0.007831673,3140.037609,0.108100098,5181.196247,6.723532947
6/10/1985,342.6338411,6,1985.438813,0.035917954,0.001159625,1063.299458,0.034077008,1539.809752,0.109957113,0.007850323,3255.122417,0.107982054,5120.097237,6.769706944
6/11/1985,348.2972103,6,1985.441553,0.035875928,0.001158268,1079.609969,0.03421568,1503.817676,0.110001203,0.00785347,3310.252897,0.107575186,4979.39503,6.780354815
6/12/1985,351.128895,6,1985.444292,0.035885061,0.001158563,1088.664351,0.03435062,1482.889763,0.109890983,0.007845601,3333.821717,0.107596316,4886.831703,6.771837055
6/13/1985,379.4457413,6,1985.447032,0.035465682,0.001145023,1162.710899,0.034430683,1462.549718,0.111094297,0.007931511,3642.127886,0.107316395,4795.405831,6.92694245
6/14/1985,356.7922642,6,1985.449772,0.035904497,0.001159191,1106.822607,0.034552516,1440.308924,0.109669779,0.007829809,3380.77402,0.107149663,4689.104403,6.754547365
6/15/1985,339.8021564,6,1985.452511,0.036264602,0.001170817,1064.689058,0.034663988,1425.676444,0.10848067,0.007744913,3184.873829,0.106928023,4608.975515,6.614965346
6/16/1985,322.8120486,6,1985.455251,0.036574831,0.001180833,1020.107175,0.03471054,1430.401087,0.107237954,0.00765619,2990.969601,0.106933177,4607.316053,6.483721044
6/17/1985,328.4754179,6,1985.457991,0.036575018,0.001180839,1038.009098,0.034729971,1444.48199,0.107303468,0.007660867,3045.30205,0.107112554,4643.787347,6.48764892
6/18/1985,359.6239489,6,1985.460731,0.036091974,0.001165243,1121.432112,0.034744534,1454.544363,0.108776346,0.007766022,3379.845241,0.107179515,4663.053718,6.664720794
6/19/1985,353.9605796,6,1985.46347,0.036249011,0.001170313,1108.574289,0.034831393,1442.413564,0.10820986,0.007725578,3309.294953,0.107082548,4600.665003,6.601289865
6/20/1985,370.9506874,6,1985.46621,0.036018678,0.001162877,1154.403648,0.034919478,1426.192817,0.10885371,0.007771546,3488.776585,0.106939336,4527.678777,6.683032863
6/21/1985,359.6239489,6,1985.46895,0.036269161,0.001170964,1126.937556,0.035004583,1409.929383,0.107993881,0.007710159,3355.532867,0.106574316,4451.22774,6.584454023
6/22/1985,365.2873182,6,1985.471689,0.036231753,0.001169756,1143.503996,0.03511516,1396.149422,0.10803676,0.00771322,3409.729204,0.106492135,4376.514392,6.593869297
6/23/1985,376.6140567,6,1985.474429,0.036102259,0.001165576,1174.7478,0.035188368,1385.984094,0.108372234,0.007737171,3526.373386,0.106468494,4318.179101,6.638069247
6/24/1985,379.4457413,6,1985.477169,0.03611504,0.001165988,1183.999524,0.035231034,1383.572637,0.108260674,0.007729206,3549.230059,0.106622004,4285.546019,6.628889146
6/25/1985,402.0992184,6,1985.479909,0.035815968,0.001156333,1244.295894,0.035252606,1389.039177,0.109140578,0.007792027,3791.693458,0.106625453,4287.660028,6.7385691
6/26/1985,382.277426,6,1985.482648,0.036187186,0.001168317,1195.218226,0.035342071,1384.209237,0.107891764,0.007702868,3563.532208,0.106506593,4258.303723,6.593129576
